Time[s],Spin Rate DPS,Lat Accel Mag,Accel Z,Accel2 Z,Vel m/s,Alt m,Z Gyro Degs,Z Gyro2 Degs,Tilt Degs,Tilt2 Degs,EWMA Euler Tilt Bearing,EWMA Euler Tilt Bearing2,Motor Pos Setpoint Degs,Motor Pos Error Degs
Pre-Launch Roll Pitch and Tilt Degs From Accel:,,,,,-0.92,7.68,7.74
Gyro Zero Rate Offset:,,,,,-0.001430, -0.008997, 0.001167, 
Gyro2 Zero Rate Offset:,,,,,0.006854, 0.006781, -0.006190, 

15.187719,-126.55,0.441,0.876,0.840,-2.80,0.0,-5390,-5430,24.8,27.7,72.20,60.30,-5470.477,5.519
15.217725,-177.10,0.396,0.884,0.871,-2.80,0.0,-5395,-5435,23.7,26.4,71.30,60.30,-5479.286,4.977
15.247732,-227.30,0.375,0.904,0.768,-2.80,0.0,-5401,-5442,22.6,25.0,70.30,60.30,-5487.447,5.523
15.277735,-246.65,0.350,0.903,0.937,-2.80,0.0,-5408,-5449,21.5,23.6,69.10,60.20,-5496.270,6.410
15.307740,-260.50,0.320,0.909,0.850,-2.80,0.0,-5416,-5457,20.5,22.2,67.80,60.20,-5504.363,6.688
15.337748,-281.75,0.268,0.941,0.840,-2.90,0.0,-5424,-5465,19.5,20.9,66.70,60.20,-5512.686,7.615
15.367751,-286.65,0.261,0.934,0.889,-2.90,0.0,-5433,-5474,18.7,19.5,65.60,60.10,-5521.603,7.546
15.397755,-295.65,0.249,0.936,0.896,-2.90,0.0,-5441,-5483,17.9,18.3,64.40,60.10,-5529.612,7.826
15.427760,-309.00,0.224,0.947,0.926,-2.90,0.0,-5451,-5492,17.2,17.2,63.00,60.00,-5537.536,7.455
15.457770,-312.65,0.198,0.951,0.974,-2.90,0.0,-5460,-5502,16.6,16.0,61.60,60.00,-5546.510,8.172
15.487772,-319.60,0.188,0.962,0.993,-2.90,0.0,-5469,-5511,16.1,14.9,59.90,59.90,-5555.440,8.172
15.517778,-328.80,0.185,0.954,0.925,-2.90,0.0,-5479,-5521,15.8,13.8,58.20,59.90,-5563.762,8.478
15.547783,-325.15,0.174,0.970,0.944,-2.90,0.0,-5489,-5531,15.5,12.7,56.30,59.80,-5571.746,8.369
15.577789,-328.30,0.185,0.963,0.910,-2.90,0.0,-5499,-5541,15.3,11.5,54.40,59.80,-5578.872,9.072
15.607790,-326.45,0.177,0.964,1.019,-2.90,0.0,-5509,-5551,15.1,10.3,52.30,59.70,-5587.598,9.063
15.637795,-323.65,0.159,0.954,0.894,-2.90,0.0,-5518,-5561,15.0,9.2,50.00,59.60,-5595.103,9.515
15.667803,-331.15,0.167,0.968,0.923,-2.90,0.0,-5528,-5571,15.0,8.0,48.80,59.60,-5603.097,9.418
15.697809,-326.90,0.184,0.962,1.003,-2.90,0.0,-5538,-5581,15.1,6.7,46.70,59.50,-5612.013,9.058
15.727815,-330.75,0.152,0.973,1.035,-2.90,0.0,-5548,-5591,15.2,5.5,44.00,59.40,-5619.652,9.771
15.757815,-336.50,0.142,0.977,1.055,-2.90,0.0,-5558,-5601,15.4,4.1,41.30,59.30,-5626.604,10.176
15.787825,-331.35,0.180,0.991,0.960,-2.90,0.0,-5568,-5611,15.7,2.7,38.40,59.30,-5633.507,11.041
15.817826,-335.75,0.166,0.985,0.963,-2.90,0.0,-5578,-5621,16.1,1.1,35.30,59.20,-5640.910,11.716
15.847828,-331.75,0.159,0.962,0.957,-2.90,0.0,-5588,-5631,16.6,0.5,32.20,58.80,-5647.657,12.315
15.877834,-321.40,0.170,0.976,0.899,-2.90,0.0,-5598,-5641,17.3,2.1,29.00,59.80,-5654.678,12.625
15.907838,-327.35,0.216,0.959,0.954,-2.90,0.0,-5608,-5651,18.1,3.8,25.70,60.90,-5660.606,13.646
15.937844,-332.50,0.179,0.961,0.992,-2.90,0.0,-5618,-5661,19.0,5.4,22.30,62.40,-5667.271,13.458
15.967846,-328.65,0.217,0.959,0.994,-2.90,0.0,-5628,-5671,19.9,7.0,19.00,65.00,-5673.932,13.839
15.997853,-331.25,0.256,0.944,0.962,-2.90,0.0,-5638,-5681,20.9,8.5,14.00,67.40,-5678.824,14.971
16.027859,-334.15,0.261,0.953,0.972,-2.90,0.0,-5648,-5691,22.0,10.0,9.20,70.70,-5684.648,15.392
16.057867,-340.15,0.284,0.942,0.894,-2.90,0.0,-5658,-5701,23.1,11.4,4.60,75.50,-5690.392,16.268
16.087870,-343.00,0.321,0.938,0.851,-2.90,0.0,-5668,-5711,24.3,12.8,0.30,80.10,-5696.682,15.756
16.117876,-342.65,0.349,0.931,0.894,-2.90,0.0,-5678,-5722,25.5,14.1,-3.70,84.70,-5702.731,15.760
16.147879,-363.45,0.385,0.918,0.910,-2.90,0.0,-5689,-5733,26.6,15.4,-7.60,90.50,-5710.920,15.811
16.177889,-382.90,0.420,0.910,0.907,-2.90,0.0,-5700,-5744,27.8,16.6,-11.20,99.00,-5719.376,15.131
16.207891,-388.95,0.442,0.895,0.872,-2.90,0.0,-5712,-5756,28.9,17.8,-14.50,106.90,-5729.366,14.702
16.237896,-392.50,0.454,0.902,0.909,-2.90,0.0,-5724,-5768,30.0,18.8,-17.70,114.50,-5737.606,13.957
16.267902,-394.30,0.479,0.891,0.890,-2.90,0.0,-5735,-5780,31.0,19.9,-21.60,121.60,-5746.564,14.205
16.297909,-406.90,0.501,0.877,0.952,-2.90,0.0,-5748,-5792,32.0,20.9,-25.20,131.50,-5755.696,13.803
16.327913,-401.20,0.519,0.881,0.802,-2.90,0.0,-5760,-5804,33.0,21.9,-28.50,140.50,-5764.477,13.664
16.357918,-408.00,0.516,0.863,0.894,-2.80,0.0,-5772,-5817,33.8,22.9,-31.50,148.70,-5773.116,13.105
16.387922,-411.20,0.525,0.853,0.879,-2.80,0.0,-5784,-5829,34.7,23.9,-34.30,156.10,-5782.990,12.697
16.417929,-410.20,0.546,0.856,0.855,-2.80,0.0,-5796,-5842,35.6,24.8,-36.90,162.90,-5793.186,12.464
16.447931,-430.15,0.548,0.845,0.876,-2.80,0.0,-5809,-5855,36.4,25.7,-39.40,169.10,-5803.583,12.447
16.477940,-431.80,0.541,0.839,0.735,-2.80,0.0,-5822,-5867,37.1,26.6,-41.60,174.70,-5815.695,12.264
16.507940,-441.45,0.565,0.838,0.820,-2.80,0.0,-5835,-5881,37.8,27.4,-43.70,179.80,-5826.596,12.040
16.537951,-443.30,0.577,0.816,0.822,-2.80,0.0,-5849,-5894,38.5,28.1,-45.60,184.40,-5839.158,11.790
16.567953,-455.00,0.555,0.811,0.736,-2.80,0.0,-5862,-5908,39.1,28.9,-47.40,188.60,-5850.529,11.337
16.597956,-457.75,0.561,0.802,0.762,-2.80,0.0,-5876,-5922,39.7,29.6,-49.10,192.50,-5862.818,10.670
16.627966,-453.60,0.597,0.790,0.932,-2.80,0.0,-5889,-5935,40.2,30.3,-50.90,196.70,-5874.406,10.260
16.657969,-453.70,0.586,0.793,0.761,-2.80,0.0,-5903,-5949,40.7,31.0,-52.60,200.80,-5886.332,10.287
16.687977,-453.95,0.558,0.792,0.774,-2.80,0.0,-5917,-5963,41.1,31.7,-54.20,204.30,-5899.126,10.045
16.717981,-450.05,0.557,0.798,0.879,-2.80,0.0,-5930,-5976,41.6,32.3,-55.60,207.50,-5910.998,9.553
16.747986,-450.70,0.594,0.786,0.720,-2.80,0.0,-5944,-5990,42.0,33.0,-56.90,210.20,-5923.030,9.372
16.777992,-459.80,0.604,0.779,0.852,-2.70,0.0,-5958,-6004,42.5,33.6,-58.10,212.50,-5935.281,8.965
16.807997,-450.30,0.620,0.776,0.838,-2.70,0.0,-5971,-6017,43.0,34.3,-59.10,214.60,-5947.817,8.694
16.837999,-461.85,0.604,0.772,0.685,-2.70,0.0,-5985,-6031,43.5,34.9,-60.10,216.40,-5960.207,8.445
16.868008,-451.10,0.632,0.774,0.750,-2.70,0.0,-5998,-6045,44.1,35.6,-60.90,218.00,-5974.084,8.165
16.898008,-456.20,0.673,0.748,0.769,-2.70,0.0,-6012,-6059,44.7,36.3,-61.70,219.40,-5985.911,8.247
16.928020,-443.60,0.683,0.735,0.732,-2.70,0.0,-6026,-6072,45.4,37.0,-62.40,220.70,-5999.416,8.073
16.958023,-441.20,0.706,0.723,0.806,-2.70,0.0,-6039,-6086,46.0,37.6,-63.00,221.70,-6010.875,7.885
16.988028,-445.20,0.719,0.705,0.766,-2.70,0.0,-6052,-6099,46.7,38.3,-63.50,222.60,-6023.861,7.813
17.018034,-456.10,0.714,0.717,0.596,-2.70,0.0,-6066,-6113,47.3,38.9,-64.00,223.40,-6036.784,7.851
17.048038,-450.60,0.730,0.699,0.616,-2.70,0.0,-6079,-6127,47.9,39.4,-64.50,224.10,-6050.956,7.687
17.078045,-448.40,0.745,0.703,0.725,-2.70,0.0,-6093,-6140,48.5,39.9,-65.00,224.70,-6062.731,7.705
17.108049,-442.00,0.775,0.697,0.674,-2.70,0.0,-6106,-6154,49.0,40.3,-65.40,225.20,-6076.246,7.673
17.138054,-445.40,0.773,0.694,0.625,-2.70,0.0,-6119,-6167,49.5,40.7,-65.80,225.70,-6088.531,7.614
17.168062,-444.65,0.771,0.681,0.591,-2.70,0.0,-6133,-6180,49.8,40.9,-66.20,226.10,-6101.986,7.604
17.198065,-454.30,0.787,0.678,0.585,-2.70,0.0,-6146,-6194,50.1,41.1,-66.60,226.50,-6114.347,7.520
17.228071,-451.95,0.795,0.679,0.646,-2.60,0.0,-6160,-6208,50.2,41.1,-66.90,226.70,-6128.096,7.296
17.258080,-454.90,0.792,0.672,0.671,-2.60,0.0,-6173,-6221,50.2,41.0,-67.20,227.00,-6141.262,7.399
17.288080,-451.15,0.752,0.694,0.636,-2.60,0.0,-6187,-6235,50.1,40.8,-67.50,227.20,-6155.878,7.485
17.318089,-486.60,0.732,0.701,0.717,-2.60,0.0,-6201,-6250,49.8,40.6,-67.70,227.40,-6171.411,7.266
17.348097,-499.75,0.719,0.691,0.719,-2.60,0.0,-6216,-6265,49.6,40.3,-67.90,227.60,-6187.283,6.987
17.378098,-514.50,0.696,0.701,0.713,-2.60,0.0,-6231,-6280,49.3,40.1,-68.10,227.80,-6203.024,6.654
17.408098,-517.15,0.717,0.692,0.712,-2.60,0.0,-6247,-6296,49.1,39.9,-68.30,227.90,-6218.626,6.280
17.438105,-522.90,0.713,0.688,0.641,-2.60,0.0,-6262,-6311,48.8,39.8,-68.40,228.00,-6234.953,5.847
17.468113,-528.10,0.706,0.706,0.793,-2.60,0.0,-6278,-6327,48.6,39.8,-68.50,228.10,-6251.320,5.954
17.498119,-529.85,0.651,0.713,0.645,-2.50,0.0,-6294,-6343,48.4,39.7,-68.70,228.20,-6267.031,6.036
17.528122,-540.35,0.656,0.711,0.743,-2.50,0.0,-6310,-6359,48.3,39.7,-68.80,228.20,-6282.581,6.134
17.558128,-529.10,0.681,0.715,0.701,-2.50,0.0,-6326,-6376,48.2,39.7,-68.80,228.20,-6299.679,6.199
17.588131,-546.45,0.694,0.718,0.749,-2.50,0.0,-6342,-6392,48.0,39.8,-68.90,228.30,-6316.179,6.298
17.618135,-545.40,0.691,0.723,0.623,-2.50,0.0,-6359,-6409,48.0,39.8,-68.90,228.30,-6333.133,6.602
17.648144,-544.60,0.667,0.719,0.679,-2.50,0.0,-6375,-6425,48.0,39.8,-68.90,228.40,-6348.605,6.789
17.678152,-550.10,0.663,0.716,0.753,-2.50,0.0,-6392,-6442,48.1,39.9,-68.80,228.40,-6365.834,6.713
17.708157,-548.90,0.678,0.715,0.810,-2.50,0.0,-6408,-6458,48.3,40.0,-68.70,228.50,-6381.667,6.570
17.738157,-560.15,0.728,0.685,0.657,-2.50,0.0,-6425,-6475,48.6,40.2,-68.60,228.60,-6399.478,6.428
17.768164,-556.80,0.755,0.674,0.621,-2.50,0.0,-6441,-6492,48.9,40.3,-68.50,228.70,-6416.481,6.536
17.798168,-554.05,0.741,0.691,0.629,-2.50,0.0,-6458,-6509,49.2,40.6,-68.40,228.80,-6433.802,6.625
17.828173,-564.55,0.734,0.696,0.722,-2.50,0.0,-6475,-6525,49.7,40.9,-68.30,229.00,-6450.680,6.635
17.858179,-553.50,0.740,0.697,0.689,-2.40,0.0,-6492,-6542,50.2,41.2,-68.20,229.10,-6467.338,6.654
17.888184,-556.00,0.745,0.691,0.672,-2.40,0.0,-6508,-6559,50.7,41.6,-68.20,229.10,-6482.866,6.953
17.918190,-545.45,0.760,0.686,0.678,-2.40,0.0,-6525,-6576,51.2,42.0,-68.20,229.20,-6500.222,6.961
17.948196,-562.80,0.770,0.672,0.688,-2.40,0.0,-6542,-6592,51.7,42.4,-68.30,229.30,-6516.532,7.059
17.978205,-557.65,0.775,0.665,0.693,-2.40,0.0,-6558,-6609,52.1,42.8,-68.30,229.30,-6533.955,7.016
18.008204,-563.00,0.743,0.655,0.564,-2.40,0.0,-6575,-6626,52.4,43.2,-68.40,229.40,-6549.840,7.198
18.038210,-555.75,0.737,0.665,0.578,-2.40,0.0,-6592,-6643,52.7,43.5,-68.50,229.50,-6567.867,7.103
18.068216,-556.40,0.698,0.648,0.622,-2.40,0.0,-6609,-6660,53.0,43.9,-68.60,229.60,-6583.688,7.134
18.098225,-556.85,0.737,0.636,0.629,-2.40,0.0,-6625,-6677,53.3,44.3,-68.70,229.60,-6600.941,7.197
18.128229,-552.70,0.715,0.648,0.594,-2.40,0.0,-6642,-6694,53.6,44.8,-68.80,229.70,-6616.726,7.292
18.158232,-565.15,0.741,0.619,0.606,-2.40,0.0,-6659,-6711,54.0,45.3,-68.90,229.80,-6632.673,7.414
18.188236,-558.40,0.740,0.632,0.584,-2.40,0.0,-6676,-6728,54.4,45.8,-68.90,229.90,-6650.061,7.313
18.218241,-557.20,0.769,0.620,0.596,-2.40,0.0,-6692,-6744,54.8,46.3,-69.00,230.00,-6666.010,7.235
18.248247,-560.85,0.767,0.623,0.584,-2.40,0.0,-6709,-6761,55.2,46.9,-69.00,230.10,-6683.631,6.946
18.278248,-557.00,0.787,0.600,0.588,-2.40,0.0,-6725,-6778,55.7,47.3,-68.90,230.20,-6700.013,7.167
18.308256,-555.40,0.805,0.605,0.582,-2.40,0.0,-6742,-6795,56.2,47.8,-68.90,230.30,-6717.660,6.976
18.338261,-557.60,0.827,0.587,0.558,-2.40,0.0,-6759,-6811,56.6,48.2,-68.80,230.40,-6733.742,6.909
18.368263,-556.95,0.847,0.576,0.528,-2.40,0.0,-6776,-6828,57.1,48.6,-68.70,230.60,-6751.033,6.982
18.398270,-560.60,0.856,0.576,0.581,-2.40,0.0,-6793,-6845,57.6,48.9,-68.60,230.70,-6767.550,6.910
18.428272,-549.10,0.892,0.570,0.616,-2.40,0.0,-6809,-6862,58.0,49.1,-68.50,230.80,-6783.625,7.068
18.458286,-560.05,0.894,0.567,0.530,-2.40,0.0,-6826,-6879,58.3,49.2,-68.40,230.90,-6800.517,6.978
18.488289,-559.50,0.913,0.573,0.635,-2.30,0.0,-6842,-6896,58.3,49.1,-68.30,231.00,-6817.495,7.102
18.518291,-573.65,0.906,0.567,0.459,-2.30,0.0,-6859,-6913,58.1,48.8,-68.30,231.10,-6835.032,6.924
18.548294,-570.05,0.896,0.583,0.462,-2.30,0.0,-6877,-6930,57.6,48.3,-68.30,231.10,-6853.281,6.861
18.578300,-569.60,0.863,0.592,0.554,-2.30,0.0,-6894,-6947,57.0,47.5,-68.20,231.20,-6870.708,6.964
18.608299,-569.35,0.820,0.600,0.684,-2.30,0.0,-6911,-6965,56.2,46.7,-68.20,231.20,-6887.893,7.057
18.638308,-567.60,0.789,0.626,0.695,-2.30,0.0,-6928,-6982,55.2,45.7,-68.20,231.30,-6904.345,7.114
18.668316,-579.40,0.779,0.620,0.588,-2.30,0.0,-6945,-6999,54.2,44.8,-68.10,231.40,-6921.458,7.166
18.698317,-565.05,0.744,0.632,0.599,-2.30,0.0,-6962,-7016,53.1,43.8,-68.00,231.50,-6938.282,7.168
18.728321,-568.90,0.731,0.653,0.644,-2.30,0.0,-6979,-7033,52.0,42.8,-68.00,231.60,-6955.145,7.070
18.758327,-555.70,0.722,0.662,0.620,-2.20,0.0,-6996,-7050,50.9,41.8,-67.80,231.70,-6972.813,6.983
18.788334,-552.90,0.725,0.659,0.665,-2.20,0.0,-7013,-7067,49.7,40.8,-67.70,231.80,-6988.373,7.107
18.818340,-554.50,0.692,0.684,0.687,-2.20,0.0,-7029,-7084,48.4,39.7,-67.60,231.80,-7005.878,6.962
18.848343,-568.05,0.696,0.704,0.765,-2.20,0.0,-7046,-7101,47.1,38.5,-67.50,231.90,-7022.045,6.986
18.878344,-572.35,0.656,0.730,0.687,-2.20,0.0,-7063,-7118,45.6,37.2,-67.30,231.90,-7041.083,6.832
18.908348,-584.05,0.645,0.748,0.723,-2.20,0.0,-7081,-7136,44.2,35.8,-67.10,232.00,-7058.069,6.669
18.938353,-580.05,0.598,0.774,0.803,-2.20,0.0,-7098,-7153,42.8,34.4,-66.80,232.10,-7076.517,6.498
18.968357,-583.90,0.592,0.793,0.860,-2.20,0.0,-7116,-7171,41.4,33.0,-66.50,232.10,-7093.685,6.094
18.998363,-578.40,0.609,0.786,0.837,-2.20,0.0,-7133,-7188,40.1,31.6,-66.10,232.20,-7111.472,5.985
19.028368,-579.35,0.598,0.813,0.788,-2.20,0.0,-7150,-7206,38.9,30.2,-65.80,232.20,-7129.570,5.893
19.058372,-571.15,0.591,0.813,0.648,-2.20,0.0,-7167,-7223,37.6,28.8,-65.50,232.30,-7146.419,5.872
19.088379,-568.10,0.546,0.837,0.633,-2.20,0.0,-7184,-7240,36.4,27.4,-65.10,232.30,-7164.354,6.169
19.118383,-574.95,0.573,0.855,0.886,-2.10,0.0,-7202,-7258,35.2,26.0,-64.80,232.20,-7181.378,6.062
19.148388,-575.15,0.560,0.867,0.868,-2.10,0.0,-7219,-7275,34.1,24.7,-64.60,232.20,-7200.321,5.748
19.178396,-573.55,0.519,0.872,0.868,-2.10,0.0,-7236,-7293,32.8,23.3,-64.40,232.10,-7217.117,5.505
19.208405,-570.95,0.467,0.884,0.840,-2.10,0.0,-7253,-7310,31.5,22.0,-64.20,232.00,-7233.851,5.745
19.238407,-582.60,0.452,0.905,0.882,-2.10,0.0,-7271,-7328,30.2,20.6,-64.00,231.80,-7251.311,5.851
19.268412,-583.35,0.450,0.897,0.962,-2.10,0.0,-7288,-7345,28.8,19.2,-64.00,231.70,-7269.225,5.812
19.298414,-591.40,0.411,0.918,1.006,-2.10,0.0,-7306,-7363,27.3,17.9,-63.90,231.50,-7287.039,5.693
19.328421,-585.80,0.419,0.912,0.876,-2.10,0.0,-7323,-7381,25.8,16.4,-63.90,231.20,-7304.912,5.728
19.358423,-588.40,0.336,0.934,0.909,-2.10,0.0,-7341,-7399,24.2,15.0,-63.90,231.00,-7323.888,5.636
19.388433,-610.20,0.301,0.943,0.847,-2.10,0.0,-7359,-7417,22.6,13.6,-63.90,230.90,-7341.669,5.472
19.418438,-594.30,0.272,0.945,0.903,-2.10,0.0,-7377,-7435,21.0,12.2,-63.90,230.60,-7360.539,5.674
19.448444,-604.80,0.229,0.958,1.140,-2.00,0.0,-7395,-7453,19.4,10.9,-63.90,230.40,-7377.949,5.889
19.478449,-594.10,0.220,0.974,0.964,-2.00,0.0,-7413,-7472,17.9,9.6,-63.90,230.10,-7396.491,5.688
19.508453,-603.45,0.170,0.984,0.995,-2.00,0.0,-7431,-7490,16.5,8.6,-64.00,229.90,-7414.296,5.566
19.538460,-605.05,0.213,0.958,1.065,-2.00,0.0,-7449,-7508,15.3,7.8,-64.10,229.50,-7432.056,5.583
19.568462,-598.35,0.177,0.965,0.997,-2.00,0.0,-7467,-7527,14.2,7.2,-64.20,229.10,-7451.348,5.657
19.598467,-602.10,0.134,0.991,0.931,-2.00,0.0,-7485,-7545,13.2,6.7,-64.30,228.50,-7468.554,5.747
19.628471,-610.60,0.173,0.976,0.932,-2.00,0.0,-7504,-7563,12.4,6.5,-64.40,227.90,-7486.384,5.914
19.658482,-604.60,0.137,0.982,0.990,-2.00,0.0,-7522,-7582,11.7,6.4,-64.60,227.00,-7505.775,6.015
19.688480,-617.65,0.113,0.964,0.882,-2.00,0.0,-7540,-7600,11.1,6.6,-64.90,226.10,-7522.877,6.434
19.718489,-610.55,0.131,0.978,0.937,-2.00,0.0,-7559,-7619,10.5,7.0,-65.30,225.10,-7541.836,6.466
19.748491,-605.50,0.091,1.004,1.019,-2.00,0.0,-7577,-7637,10.1,7.6,-65.80,223.90,-7560.360,6.736
19.778496,-620.55,0.077,0.954,0.978,-2.00,0.0,-7596,-7656,9.9,8.3,-66.20,222.70,-7577.940,6.869
19.808504,-604.95,0.149,0.975,0.940,-2.00,0.0,-7614,-7675,9.8,9.2,-66.60,221.50,-7596.378,6.807
19.838509,-618.85,0.130,0.983,0.977,-2.10,0.0,-7633,-7693,9.8,10.0,-67.10,219.80,-7614.760,6.910
19.868509,-624.65,0.150,0.960,0.954,-2.10,0.0,-7652,-7712,9.9,10.9,-67.70,217.20,-7632.515,6.915
19.898516,-619.85,0.210,0.981,0.913,-2.10,0.0,-7670,-7731,10.2,11.7,-68.90,214.70,-7651.663,7.005
19.928520,-623.25,0.210,0.981,0.997,-2.10,0.0,-7689,-7750,10.5,12.4,-70.30,212.20,-7668.127,7.825
19.958525,-628.70,0.201,0.969,0.997,-2.10,0.0,-7708,-7769,10.8,13.1,-71.90,209.80,-7685.846,8.477
19.988531,-628.85,0.225,0.970,0.928,-2.10,0.0,-7727,-7788,11.2,13.8,-73.50,207.40,-7703.900,8.859
20.018538,-626.50,0.240,0.956,0.952,-2.10,0.0,-7746,-7807,11.6,14.5,-75.10,205.10,-7720.527,9.367
20.048540,-626.95,0.202,0.982,0.989,-2.10,0.0,-7764,-7826,11.9,15.1,-76.80,202.20,-7737.646,9.766
20.078547,-630.65,0.220,0.965,1.045,-2.10,0.0,-7783,-7845,12.1,15.7,-78.50,197.90,-7754.125,10.020
20.108553,-631.35,0.260,0.959,1.029,-2.10,0.0,-7802,-7864,12.3,16.2,-80.20,193.90,-7772.231,10.163
20.138556,-624.25,0.258,0.952,1.028,-2.10,0.0,-7821,-7883,12.5,16.7,-81.90,190.00,-7788.602,10.461
20.168564,-632.25,0.217,0.965,1.091,-2.10,0.0,-7840,-7902,12.7,17.1,-83.60,186.40,-7805.971,10.650
20.198572,-635.15,0.219,0.977,1.026,-2.10,0.0,-7859,-7921,12.8,17.6,-85.30,183.00,-7822.749,10.693
20.228580,-623.35,0.270,0.955,0.911,-2.20,0.0,-7878,-7940,13.0,18.0,-86.90,179.70,-7840.534,10.862
20.258579,-620.00,0.226,0.942,0.962,-2.20,0.0,-7896,-7959,13.3,18.5,-88.50,176.60,-7856.991,10.974
20.288584,-625.80,0.237,0.959,0.998,-2.20,0.0,-7915,-7978,13.7,18.9,-90.10,173.60,-7874.514,11.044
20.318588,-629.40,0.285,0.939,0.966,-2.20,0.0,-7934,-7997,14.1,19.4,-91.70,170.90,-7891.258,11.283
20.348593,-625.95,0.311,0.953,0.936,-2.20,0.0,-7953,-8016,14.6,19.8,-93.20,168.20,-7909.978,11.099
20.378597,-624.95,0.338,0.955,0.880,-2.20,0.0,-7972,-8035,15.1,20.3,-95.20,164.90,-7926.702,11.149
20.408607,-626.70,0.380,0.948,0.951,-2.20,0.0,-7991,-8054,15.7,20.7,-98.20,161.40,-7942.324,12.492
20.438608,-617.65,0.385,0.953,0.966,-2.20,0.0,-8009,-8073,16.1,21.0,-101.00,158.20,-7958.760,12.980
20.468613,-627.65,0.377,0.943,0.935,-2.20,0.0,-8028,-8092,16.4,21.1,-103.70,155.30,-7974.327,13.173
20.498613,-623.25,0.436,0.949,0.935,-2.20,0.0,-8047,-8111,16.5,21.2,-106.30,152.60,-7990.810,13.128
20.528622,-633.05,0.420,0.938,1.067,-2.20,0.0,-8066,-8130,16.3,21.0,-108.80,150.10,-8006.479,13.129
20.558628,-629.95,0.390,0.956,0.820,-2.30,0.0,-8085,-8149,16.0,20.6,-111.20,147.80,-8023.915,12.858
20.588636,-630.15,0.337,0.946,0.942,-2.30,0.0,-8104,-8168,15.5,20.3,-113.50,145.60,-8039.842,12.929
20.618645,-632.10,0.346,0.933,1.038,-2.30,0.0,-8122,-8187,14.9,19.8,-115.40,144.00,-8056.131,12.634
20.648645,-625.70,0.289,0.929,0.874,-2.30,0.0,-8141,-8206,14.2,19.4,-116.50,142.60,-8073.086,11.956
20.678650,-624.75,0.295,0.954,0.956,-2.30,0.0,-8160,-8225,13.6,19.0,-117.50,141.30,-8091.863,11.195
20.708656,-616.80,0.273,0.960,0.957,-2.30,0.0,-8178,-8244,12.9,18.5,-118.60,140.00,-8108.565,10.871
20.738663,-622.55,0.240,0.976,0.879,-2.30,0.0,-8197,-8262,12.1,17.9,-119.70,138.80,-8126.040,10.460
20.768667,-609.50,0.255,0.978,1.070,-2.30,0.0,-8216,-8281,11.3,17.3,-120.60,137.60,-8143.919,10.273
20.798674,-615.75,0.230,0.987,0.985,-2.30,0.0,-8234,-8300,10.5,16.7,-121.60,136.30,-8161.479,9.898
20.828676,-622.45,0.188,0.981,0.992,-2.30,0.0,-8253,-8318,9.7,16.2,-122.20,135.10,-8179.507,9.563
20.858683,-622.75,0.203,0.980,0.966,-2.30,0.0,-8271,-8337,9.0,15.7,-122.60,133.80,-8197.137,8.772
20.888693,-613.70,0.197,0.971,0.866,-2.40,0.0,-8290,-8356,8.3,15.2,-123.10,132.40,-8215.637,8.263
20.918692,-620.45,0.207,0.978,1.044,-2.40,0.0,-8308,-8374,7.7,14.8,-123.60,131.50,-8233.440,7.812
20.948696,-622.30,0.220,0.970,0.991,-2.40,0.0,-8327,-8393,7.1,14.4,-124.10,130.70,-8250.196,7.339
20.978704,-612.55,0.239,0.979,0.996,-2.40,0.0,-8345,-8411,6.4,13.8,-124.60,129.80,-8268.609,7.236
21.008713,-618.40,0.252,0.985,0.968,-2.40,0.0,-8364,-8430,5.7,13.2,-125.10,128.90,-8287.370,6.971
21.038715,-619.30,0.216,0.975,1.045,-2.40,0.0,-8382,-8448,4.9,12.6,-125.60,127.90,-8303.651,7.216
21.068720,-613.35,0.187,0.966,0.903,-2.40,0.0,-8400,-8467,4.1,12.0,-125.80,126.90,-8322.480,6.960
21.098728,-607.20,0.199,0.975,1.001,-2.40,0.0,-8419,-8485,3.3,11.4,-126.10,125.80,-8339.856,6.776
21.128731,-611.00,0.158,0.961,0.924,-2.40,0.0,-8437,-8504,2.5,10.8,-126.40,124.60,-8358.556,6.713
21.158735,-612.95,0.127,0.972,1.015,-2.40,0.0,-8455,-8522,1.8,10.1,-126.80,123.30,-8376.426,6.732
21.188738,-604.70,0.139,0.982,0.949,-2.40,0.0,-8474,-8541,1.1,9.5,-127.30,122.60,-8395.565,6.551
21.218748,-601.90,0.116,0.989,0.971,-2.40,0.0,-8492,-8559,1.0,8.9,-128.10,121.90,-8411.805,6.871
21.248753,-605.30,0.105,0.990,0.906,-2.40,0.0,-8510,-8577,1.5,8.4,-129.10,121.20,-8429.078,7.186
21.278757,-611.25,0.083,1.011,0.912,-2.40,0.0,-8528,-8596,2.1,8.1,-128.10,120.40,-8447.103,6.215
21.308760,-609.70,0.046,0.988,1.046,-2.40,0.0,-8546,-8614,2.6,7.8,-127.10,119.50,-8466.412,5.208
21.338766,-605.10,0.068,0.997,1.077,-2.50,0.0,-8565,-8632,3.1,7.7,-126.10,118.70,-8486.352,4.490
21.368773,-614.95,0.108,1.003,0.981,-2.50,0.0,-8583,-8651,3.6,7.6,-125.10,117.80,-8504.868,4.314
21.398775,-618.65,0.078,1.010,0.944,-2.50,0.0,-8602,-8669,4.1,7.5,-124.20,116.90,-8524.873,4.433
