Time[s],Spin Rate DPS,Lat Accel Mag,Accel Z,Accel2 Z,Vel m/s,Alt m,Z Gyro Degs,Z Gyro2 Degs,Tilt Degs,Tilt2 Degs,EWMA Euler Tilt Bearing,EWMA Euler Tilt Bearing2,Motor Pos Setpoint Degs,Motor Pos Error Degs
Pre-Launch Roll Pitch and Tilt Degs From Accel:,,,,,-0.92,7.68,7.74
Gyro Zero Rate Offset:,,,,,-0.001430, -0.008997, 0.001167, 
Gyro2 Zero Rate Offset:,,,,,0.006854, 0.006781, -0.006190, 

0.005202,-0.05,0.135,0.991,0.975,0.20,0.0,0,0,7.7,7.0,0.00,0.00,0.000,6.258
0.035206,-4.65,0.130,0.996,0.968,0.20,0.0,0,0,7.7,7.0,0.00,0.00,0.297,4.750
0.065212,3.00,0.139,0.997,0.985,0.20,0.0,0,0,7.7,7.0,0.00,0.00,0.253,3.252
0.095216,-2.00,0.135,0.989,0.973,0.20,0.0,0,0,7.7,7.0,0.00,0.00,-0.443,2.081
0.125221,1.30,0.131,0.992,0.977,0.20,0.0,0,0,7.7,7.0,0.00,0.00,-0.023,1.363
0.155227,1.60,0.141,0.993,0.973,0.20,0.0,0,0,7.7,7.0,0.00,0.00,0.179,0.606
0.185232,-1.20,0.129,0.993,0.974,0.20,0.0,0,0,7.7,7.0,0.00,0.00,0.016,0.032
0.215240,-1.60,0.137,0.991,0.974,0.20,0.0,0,0,7.7,7.0,0.00,0.00,-0.171,-0.264
0.245245,0.85,0.136,0.992,0.974,0.20,0.0,0,0,7.7,7.0,-0.10,0.10,0.167,-0.175
0.275248,1.10,0.133,0.994,0.983,0.20,0.0,0,0,7.7,7.0,-0.20,0.10,0.460,0.044
0.305254,-1.40,0.138,0.993,0.980,0.20,0.0,0,0,7.7,7.0,-0.30,0.20,0.283,0.112
0.335264,-1.30,0.133,0.992,0.974,0.20,0.0,0,0,7.7,7.0,-0.40,0.20,0.231,0.228
0.365264,1.10,0.134,0.991,0.973,0.20,0.0,0,0,7.7,7.0,-0.50,0.30,0.526,0.206
0.395270,0.90,0.139,0.993,0.974,0.20,0.1,0,0,7.7,7.0,-0.60,0.30,0.823,0.356
0.425275,-0.75,0.131,0.992,0.970,0.20,0.1,0,0,7.7,7.0,-0.70,0.40,0.700,0.489
0.455278,-0.85,0.137,0.991,0.971,0.20,0.1,0,0,7.7,7.0,-0.80,0.50,0.582,0.533
0.485284,1.35,0.135,0.993,0.977,0.20,0.1,0,0,7.7,7.0,-0.90,0.50,1.044,0.640
0.515290,1.55,0.130,0.992,0.980,0.20,0.1,0,0,7.7,7.0,-1.00,0.60,1.109,0.516
0.545295,-1.40,0.142,0.992,0.974,0.20,0.1,0,0,7.7,7.0,-1.10,0.60,0.989,0.618
0.575301,-0.75,0.129,0.991,0.976,0.20,0.1,0,0,7.7,7.0,-1.10,0.70,1.036,0.662
0.605306,1.20,0.135,0.992,0.975,0.20,0.1,0,0,7.7,7.0,-1.20,0.70,1.300,0.569
0.635313,0.15,0.136,0.992,0.976,0.20,0.1,0,0,7.7,7.0,-1.30,0.80,1.426,0.477
0.665314,-1.15,0.129,0.992,0.983,0.10,0.1,0,0,7.7,7.0,-1.40,0.80,1.342,0.301
0.695318,-0.15,0.141,0.992,0.975,0.10,0.1,0,0,7.7,7.0,-1.50,0.90,1.395,0.031
0.725323,0.60,0.129,0.991,0.983,0.10,0.1,0,0,7.7,7.0,-1.50,0.90,1.603,-0.092
0.755329,-0.55,0.136,0.994,0.979,0.10,0.1,0,0,7.7,7.0,-1.60,1.00,1.793,-0.080
0.785332,-0.60,0.138,0.993,0.981,0.10,0.1,0,0,7.7,7.0,-1.70,1.00,1.689,-0.131
0.815336,1.35,0.132,0.998,0.981,0.10,0.1,0,0,7.7,7.0,-1.80,1.10,2.020,-0.086
0.845342,2.60,0.136,0.992,0.979,0.10,0.1,0,0,7.7,7.0,-1.90,1.10,1.865,-0.225
0.875348,-0.75,0.133,0.992,0.977,0.10,0.2,0,0,7.7,7.0,-1.90,1.20,1.989,-0.139
0.905353,-0.40,0.134,0.994,0.974,0.10,0.2,0,0,7.7,7.0,-2.00,1.20,2.068,0.027
0.935357,0.30,0.136,0.991,0.971,0.10,0.2,0,0,7.7,7.0,-2.10,1.20,2.012,-0.142
0.965362,0.95,0.133,0.992,0.977,0.10,0.2,0,0,7.7,7.0,-2.10,1.30,2.257,-0.015
0.995369,-0.65,0.133,0.991,0.977,0.10,0.2,0,0,7.7,7.0,-2.20,1.30,2.239,-0.005
1.025371,-0.60,0.135,0.992,0.971,0.10,0.2,0,0,7.7,7.0,-2.30,1.40,2.319,0.018
1.055378,1.55,0.134,0.991,0.974,0.10,0.2,0,0,7.7,7.0,-2.30,1.40,2.373,0.177
1.085383,0.00,0.133,0.985,0.966,0.10,0.2,0,0,7.7,7.0,-2.40,1.50,2.283,0.282
1.115389,-5.25,0.133,0.997,0.986,0.10,0.2,0,0,7.7,7.0,-2.50,1.50,2.549,0.690
1.145394,-2.10,0.133,0.988,0.991,0.10,0.2,0,0,7.7,7.0,-2.50,1.60,2.689,0.637
1.175399,-0.55,0.134,0.991,0.967,0.10,0.2,0,0,7.7,7.0,-2.60,1.60,2.590,0.264
1.205403,-3.30,0.139,0.996,0.966,0.10,0.2,0,0,7.7,7.0,-2.70,1.60,2.813,0.594
1.235408,-3.30,0.126,0.993,0.978,0.10,0.2,0,0,7.7,7.0,-2.70,1.70,2.852,0.516
1.265412,2.20,0.141,0.993,0.988,0.10,0.2,0,0,7.7,7.0,-2.80,1.70,2.951,0.301
1.295417,0.25,0.139,0.993,0.978,0.10,0.2,0,0,7.7,7.0,-2.90,1.70,2.779,0.413
1.325421,-6.20,0.123,0.995,0.986,0.10,0.2,0,0,7.7,7.0,-2.90,1.80,3.092,-0.208
1.355426,0.15,0.146,1.000,0.991,0.10,0.2,0,0,7.8,7.0,-3.00,1.80,2.877,-0.271
1.385430,2.95,0.133,0.993,0.977,0.00,0.2,0,0,7.7,7.0,-3.00,1.90,2.923,-0.134
1.415436,2.00,0.135,0.994,0.972,0.00,0.2,0,0,7.7,7.0,-3.10,1.90,3.036,-0.161
1.445439,-0.85,0.144,0.992,0.975,0.00,0.2,0,0,7.8,7.0,-3.20,1.90,2.983,-0.015
1.475445,-0.60,0.122,0.990,0.978,0.00,0.2,0,0,7.7,7.0,-3.20,2.00,2.948,-0.062
1.505451,1.35,0.150,0.992,0.974,0.00,0.2,0,0,7.8,7.0,-3.30,2.00,3.105,0.014
1.535454,4.50,0.134,0.998,0.974,0.00,0.2,0,0,7.7,7.0,-3.30,2.00,3.712,-0.302
1.565460,-5.60,0.135,0.994,0.973,0.00,0.2,0,0,7.7,7.0,-3.40,2.10,3.139,-0.129
1.595466,2.25,0.152,0.994,0.974,0.00,0.2,0,0,7.7,7.0,-3.40,2.10,3.229,-0.236
1.625469,6.35,0.116,0.991,0.979,0.00,0.2,0,0,7.7,7.0,-3.50,2.20,3.781,-0.206
1.655473,2.30,0.165,0.995,0.974,0.00,0.2,0,0,7.8,7.0,-3.50,2.20,4.111,0.070
1.685478,17.30,0.116,0.991,0.980,0.00,0.2,0,0,7.7,7.0,-3.60,2.20,4.882,-0.184
1.715481,27.35,0.132,0.988,0.971,0.00,0.2,1,1,7.7,7.0,-3.60,2.30,6.791,-0.099
1.745488,20.50,0.149,0.994,0.978,0.00,0.2,1,2,7.7,7.0,-3.70,2.30,7.697,0.269
1.775494,2.20,0.137,0.994,0.978,0.00,0.2,2,2,7.7,6.9,-3.70,2.30,6.556,0.739
1.805497,-1.55,0.137,0.994,0.978,0.00,0.2,2,2,7.7,7.0,-3.80,2.40,5.842,0.795
1.835501,-0.40,0.142,0.989,0.981,0.00,0.2,2,2,7.7,7.0,-3.80,2.40,5.731,0.635
1.865506,9.85,0.122,0.992,0.975,0.00,0.2,2,2,7.7,7.0,-3.90,2.40,6.566,0.542
1.895510,21.95,0.144,0.992,0.975,0.00,0.2,2,3,7.7,7.0,-3.90,2.50,8.335,0.796
1.925515,15.90,0.134,0.991,0.976,0.00,0.2,3,3,7.7,7.0,-4.00,2.50,8.725,0.968
1.955519,16.95,0.134,0.991,0.976,0.00,0.2,3,4,7.7,7.0,-4.00,2.50,9.208,0.698
1.985523,22.00,0.140,0.990,0.975,0.00,0.2,4,4,7.7,7.0,-4.00,2.50,10.079,0.482
2.015528,-2.00,0.132,0.994,0.971,0.00,0.2,4,5,7.7,7.0,-4.10,2.60,9.832,0.625
2.045532,-1.35,0.143,0.993,0.979,0.00,0.2,4,5,7.7,7.0,-4.10,2.60,8.809,0.481
2.075537,-0.25,0.139,0.992,0.972,0.00,0.2,4,5,7.7,7.0,-4.20,2.60,8.840,0.523
2.105543,0.85,0.137,0.991,0.971,0.00,0.2,4,5,7.7,7.0,-4.20,2.60,9.000,0.432
2.135546,-1.10,0.150,0.998,0.978,0.00,0.2,4,5,7.7,7.0,-4.20,2.70,8.923,0.580
2.165551,-2.35,0.113,0.996,0.973,0.00,0.2,4,5,7.7,6.9,-4.30,2.70,9.035,0.430
2.195556,-3.15,0.151,0.991,0.974,0.00,0.2,4,4,7.7,7.0,-4.30,2.70,8.573,0.463
2.225561,-6.35,0.146,0.993,0.980,0.00,0.2,4,4,7.7,6.9,-4.30,2.70,8.630,0.345
2.255565,-11.70,0.115,0.993,0.987,0.00,0.2,4,4,7.7,6.9,-4.40,2.80,7.394,0.174
2.285568,2.05,0.153,0.993,0.980,0.00,0.2,4,4,7.7,6.9,-4.40,2.80,8.317,-0.102
2.315574,-1.90,0.153,0.989,0.977,0.00,0.2,3,4,7.7,6.9,-4.40,2.80,8.301,0.039
2.345578,-0.95,0.121,1.002,0.986,0.00,0.2,3,4,7.8,7.0,-4.50,2.80,8.690,0.041
2.375583,-5.80,0.131,0.971,0.949,0.00,0.2,3,4,8.1,7.2,-4.50,2.80,7.978,-0.016
2.405586,-13.80,0.137,0.984,0.965,0.00,0.2,3,3,8.6,7.7,-4.60,2.80,8.256,0.079
2.435589,-8.75,0.139,0.997,0.986,0.00,0.2,3,3,9.2,8.2,-4.70,2.80,7.013,-0.324
2.465593,-8.15,0.163,1.028,1.016,0.00,0.2,3,3,9.8,8.8,-4.80,2.60,7.436,-0.137
2.495598,-13.80,0.203,1.028,1.019,0.00,0.2,2,3,10.4,9.4,-5.10,2.50,6.646,-0.231
2.525603,-20.45,0.201,1.028,1.014,0.00,0.2,2,2,11.1,9.9,-5.40,2.30,6.448,-0.127
2.555607,-23.80,0.235,1.028,1.020,0.00,0.2,1,1,11.7,10.5,-5.80,1.90,4.901,-0.111
2.585613,-19.80,0.239,1.031,1.014,0.00,0.2,0,1,12.3,11.0,-6.20,1.40,5.589,0.158
2.615617,-44.45,0.264,1.028,1.008,0.00,0.2,0,0,12.9,11.7,-6.70,0.90,3.471,0.591
2.645622,-23.35,0.314,1.011,1.000,0.00,0.2,-1,0,13.6,12.4,-7.20,0.30,3.155,0.350
2.675627,-13.30,0.277,1.002,0.995,0.00,0.2,-1,-1,14.3,13.0,-7.60,-0.10,5.179,0.471
2.705633,-63.50,0.280,1.009,0.990,0.00,0.2,-3,-2,14.9,13.6,-8.10,-0.70,0.297,0.710
2.735637,-37.60,0.326,0.995,0.963,0.00,0.2,-4,-4,15.6,14.3,-8.90,-1.20,-0.433,0.688
2.765643,-9.05,0.299,0.969,0.972,0.00,0.2,-5,-4,16.3,14.9,-9.70,-1.70,3.589,1.496
2.795645,-71.70,0.298,0.992,0.974,0.00,0.2,-6,-6,16.9,15.6,-10.40,-2.60,-1.282,1.832
2.825650,-1.90,0.404,0.967,0.948,0.00,0.2,-7,-6,17.6,16.3,-11.00,-3.30,2.430,1.687
2.855656,-12.40,0.367,0.918,0.892,0.00,0.2,-7,-6,18.3,17.0,-11.50,-4.00,2.796,2.058
2.885660,-10.15,0.371,0.932,0.923,0.00,0.2,-8,-7,18.8,17.5,-11.90,-4.60,2.653,1.641
2.915665,-3.35,0.358,0.926,0.904,0.00,0.2,-8,-7,19.2,18.0,-12.20,-5.00,3.236,1.306
2.945670,4.85,0.325,0.926,0.906,0.00,0.2,-8,-7,19.6,18.3,-12.40,-5.40,4.125,1.053
2.975674,7.75,0.287,0.964,0.945,0.00,0.2,-8,-7,19.8,18.6,-12.60,-5.80,5.032,0.931
3.005678,5.35,0.336,0.958,0.937,0.00,0.2,-7,-6,20.1,18.9,-12.90,-6.10,5.372,0.916
3.035684,5.95,0.331,0.935,0.921,0.00,0.2,-7,-6,20.4,19.2,-13.10,-6.40,5.785,0.793
3.065687,3.55,0.320,0.945,0.925,0.00,0.2,-7,-6,20.7,19.5,-13.20,-6.60,5.979,0.696
3.095691,-0.95,0.320,0.936,0.919,0.00,0.2,-7,-6,21.0,19.8,-13.30,-6.80,5.632,0.741
3.125697,7.30,0.331,0.940,0.930,0.00,0.2,-7,-6,21.3,20.1,-13.30,-7.00,6.106,0.691
3.155700,53.60,0.355,0.932,0.920,0.00,0.2,-6,-5,21.6,20.4,-13.30,-7.20,9.659,0.320
3.185703,70.45,0.360,0.919,0.903,0.00,0.2,-4,-2,21.8,20.6,-13.30,-7.30,14.375,0.657
3.215709,77.45,0.387,0.910,0.893,0.00,0.2,-2,0,22.0,20.9,-13.20,-7.40,16.720,0.501
3.245715,99.10,0.403,0.905,0.891,0.00,0.2,0,1,22.3,21.2,-13.10,-7.40,20.807,0.113
3.275721,89.20,0.417,0.904,0.874,0.00,0.2,3,4,22.5,21.4,-12.90,-7.40,23.517,-0.836
3.305725,73.90,0.403,0.899,0.884,0.00,0.2,5,7,22.5,21.4,-12.80,-7.40,25.280,-2.475
3.335730,63.25,0.385,0.908,0.891,0.00,0.2,7,9,22.5,21.4,-12.60,-7.40,25.240,-2.830
3.365734,72.40,0.380,0.906,0.900,-0.10,0.2,9,11,22.3,21.3,-12.50,-7.40,27.843,-2.026
3.395739,30.60,0.358,0.926,0.905,-0.10,0.2,11,12,22.2,21.1,-12.40,-7.40,27.121,-1.288
3.425745,19.90,0.346,0.929,0.912,-0.10,0.2,11,13,22.1,21.0,-12.30,-7.40,25.711,-0.783
3.455749,24.10,0.336,0.927,0.906,-0.10,0.2,12,13,22.0,20.9,-12.20,-7.40,26.433,-0.332
3.485753,21.25,0.336,0.935,0.921,-0.10,0.2,13,14,21.9,20.8,-12.20,-7.50,27.301,-0.019
3.515758,13.00,0.351,0.921,0.902,-0.10,0.2,13,15,21.9,20.8,-12.20,-7.60,27.155,0.217
3.545765,8.10,0.335,0.934,0.909,-0.10,0.2,13,15,21.9,20.8,-12.20,-7.60,27.248,0.083
3.575768,3.25,0.350,0.930,0.912,-0.10,0.2,14,15,21.9,20.9,-12.20,-7.70,26.617,-0.088
3.605774,1.55,0.362,0.913,0.890,-0.10,0.2,14,15,22.0,20.9,-12.20,-7.80,26.630,-0.165
3.635781,2.35,0.366,0.924,0.905,-0.10,0.2,14,15,22.1,21.0,-12.20,-7.90,26.606,-0.352
3.665784,-1.40,0.371,0.921,0.905,-0.10,0.2,14,15,22.2,21.1,-12.20,-7.90,26.502,-0.462
3.695790,-2.30,0.365,0.926,0.909,-0.10,0.2,14,15,22.3,21.2,-12.20,-8.00,26.206,-0.467
3.725794,-0.85,0.352,0.931,0.915,-0.10,0.2,14,15,22.3,21.3,-12.20,-8.00,26.244,-0.584
3.755801,1.20,0.374,0.928,0.911,-0.10,0.2,14,15,22.5,21.4,-12.10,-8.00,26.264,-0.646
3.785802,0.00,0.372,0.939,0.922,-0.10,0.2,14,15,22.6,21.5,-12.00,-7.90,26.211,-0.664
3.815806,-1.25,0.394,0.937,0.922,-0.10,0.2,14,15,22.7,21.7,-12.00,-7.90,26.129,-0.590
3.845810,-1.15,0.393,0.923,0.906,-0.10,0.2,14,15,22.9,21.8,-11.90,-7.90,25.876,-0.811
3.875816,3.20,0.391,0.937,0.921,-0.10,0.1,14,15,23.0,21.9,-11.90,-7.90,26.154,-0.650
3.905819,1.80,0.407,0.932,0.917,-0.10,0.1,14,15,23.1,22.0,-11.80,-7.90,26.383,-0.871
3.935824,2.60,0.397,0.937,0.924,-0.10,0.1,14,15,23.1,22.1,-11.80,-7.90,26.219,-0.538
3.965830,2.60,0.404,0.937,0.916,-0.10,0.1,14,15,23.2,22.1,-11.80,-7.90,26.385,-0.498
3.995834,-0.50,0.405,0.933,0.916,-0.10,0.1,14,15,23.2,22.2,-11.80,-7.90,26.224,-0.413
4.025839,-0.55,0.395,0.936,0.916,-0.10,0.1,14,15,23.3,22.2,-11.80,-8.00,26.171,-0.302
4.055844,-2.65,0.409,0.934,0.908,-0.10,0.1,14,15,23.4,22.3,-11.90,-8.00,26.040,-0.106
4.085851,-2.35,0.402,0.934,0.917,-0.10,0.1,14,15,23.5,22.4,-11.90,-8.00,25.808,-0.261
4.115855,0.85,0.404,0.930,0.908,-0.10,0.1,14,15,23.6,22.5,-11.90,-8.10,26.154,-0.247
4.145861,-4.20,0.429,0.930,0.918,-0.10,0.1,14,15,23.7,22.6,-11.90,-8.10,26.146,-0.157
4.175866,-107.55,0.406,0.935,0.957,-0.10,0.1,11,13,23.7,22.6,-11.80,-8.10,14.214,0.200
4.205870,-126.15,0.457,0.922,0.865,-0.10,0.1,7,9,23.7,22.6,-11.80,-8.00,10.164,0.498
4.235875,-155.10,0.419,0.880,0.859,-0.10,0.1,3,5,23.7,22.6,-11.80,-8.00,4.835,0.627
4.265882,-153.65,0.409,0.934,0.953,-0.10,0.1,-1,0,23.6,22.5,-11.80,-8.00,-1.690,1.071
4.295889,-160.75,0.410,0.912,0.824,-0.10,0.1,-5,-4,23.6,22.5,-11.80,-8.00,-6.318,1.935
4.325893,-152.95,0.408,0.933,0.880,-0.10,0.1,-10,-8,23.5,22.3,-11.80,-8.00,-10.991,2.324
4.355897,-156.60,0.391,0.943,0.905,-0.20,0.1,-15,-13,23.4,22.2,-11.80,-8.00,-15.660,2.833
4.385904,-207.40,0.407,0.917,0.874,-0.20,0.1,-20,-19,23.3,22.1,-11.90,-8.00,-23.176,3.572
4.415910,-274.20,0.395,0.934,0.945,-0.10,0.1,-28,-27,23.2,22.0,-12.00,-8.10,-37.431,3.367
4.445912,-300.10,0.423,0.916,0.863,-0.10,0.1,-37,-36,23.1,21.9,-12.10,-8.10,-48.555,3.699
4.475924,-320.50,0.411,0.941,0.847,-0.10,0.0,-47,-46,22.9,21.8,-12.30,-8.20,-59.401,4.101
4.505928,-336.35,0.389,0.960,1.059,-0.10,0.0,-57,-56,22.6,21.5,-12.40,-8.20,-70.247,4.825
4.535934,-343.90,0.378,0.932,0.961,-0.10,0.0,-67,-66,22.2,21.2,-12.60,-8.30,-80.572,5.104
4.565935,-350.60,0.350,0.966,0.988,-0.10,0.0,-77,-77,21.7,20.7,-12.80,-8.30,-91.831,5.703
4.595941,-363.45,0.328,0.956,0.917,-0.10,0.0,-88,-88,21.1,20.2,-12.90,-8.40,-103.531,5.933
4.625948,-361.15,0.319,0.947,0.971,-0.10,0.0,-99,-99,20.5,19.7,-13.10,-8.40,-114.492,5.850
4.655955,-366.25,0.302,0.967,0.969,-0.10,0.0,-110,-110,19.9,19.2,-13.20,-8.40,-125.928,6.083
4.685959,-377.65,0.287,0.948,0.917,-0.10,0.0,-121,-121,19.3,18.8,-13.30,-8.40,-136.677,6.303
4.715963,-378.90,0.287,0.961,0.928,-0.10,0.0,-132,-132,18.7,18.3,-13.40,-8.40,-148.702,5.997
4.745968,-385.70,0.281,0.963,0.982,-0.10,0.0,-144,-144,18.2,17.9,-13.40,-8.40,-160.274,6.060
4.775971,-392.75,0.271,0.953,0.943,-0.10,0.0,-156,-156,17.6,17.4,-13.50,-8.30,-172.371,6.062
4.805972,-390.90,0.263,0.974,0.911,-0.10,0.0,-167,-168,17.0,16.9,-13.50,-8.30,-184.238,5.699
4.835979,-391.65,0.285,0.951,0.991,-0.10,0.0,-179,-180,16.4,16.4,-13.50,-8.30,-196.117,5.424
4.865983,-399.60,0.261,0.960,0.794,-0.20,0.0,-191,-191,15.7,15.7,-13.50,-8.20,-208.314,5.284
4.895988,-392.40,0.223,0.969,0.972,-0.10,0.0,-203,-203,15.1,15.0,-13.40,-8.10,-220.250,5.107
4.925992,-381.15,0.213,0.966,0.869,-0.20,0.0,-214,-215,14.5,14.5,-13.40,-8.10,-231.051,5.175
4.955995,-400.30,0.207,0.971,0.935,-0.20,0.0,-226,-227,14.1,14.2,-13.30,-8.00,-243.377,5.147
4.986003,-403.95,0.180,0.968,0.991,-0.20,0.0,-238,-239,13.9,13.9,-13.20,-7.90,-256.668,5.035
5.016011,-392.30,0.201,0.969,0.903,-0.20,0.0,-250,-251,13.7,13.7,-13.10,-7.80,-268.860,5.073
5.046011,-405.20,0.242,0.956,0.915,-0.20,0.0,-262,-263,13.7,13.5,-13.00,-7.70,-280.153,5.316
5.076015,-411.05,0.228,0.958,1.022,-0.20,0.0,-274,-276,13.6,13.3,-12.80,-7.60,-293.515,5.150
5.106025,-400.40,0.236,0.975,1.104,-0.20,0.0,-287,-288,13.5,13.1,-12.60,-7.40,-306.031,5.132
5.136028,-398.65,0.257,0.946,0.851,-0.20,0.0,-299,-300,13.3,12.8,-12.40,-7.30,-317.467,5.210
5.166032,-406.50,0.266,0.975,0.895,-0.20,0.0,-311,-312,13.1,12.5,-12.20,-7.10,-329.391,5.237
5.196035,-407.25,0.238,0.973,0.956,-0.20,0.0,-323,-324,12.8,12.1,-12.10,-7.00,-342.585,5.384
5.226043,-402.65,0.209,0.970,0.963,-0.20,0.0,-335,-337,12.4,11.7,-11.90,-6.80,-354.946,5.428
5.256050,-411.60,0.222,0.989,1.069,-0.20,0.0,-347,-349,12.2,11.4,-11.70,-6.60,-366.841,5.277
5.286050,-407.30,0.216,0.966,0.879,-0.20,0.0,-359,-361,11.9,11.0,-11.60,-6.40,-379.932,5.383
5.316058,-406.15,0.187,0.978,1.051,-0.20,0.0,-372,-373,11.5,10.6,-11.50,-6.30,-391.635,5.417
5.346063,-410.95,0.204,0.980,0.862,-0.30,0.0,-384,-386,11.0,10.2,-11.40,-6.10,-404.079,5.344
5.376067,-412.85,0.149,0.985,1.004,-0.30,0.0,-396,-398,10.6,9.8,-11.40,-6.00,-417.118,5.354
5.406070,-418.55,0.132,0.998,1.032,-0.30,0.0,-409,-411,10.1,9.4,-11.30,-5.90,-429.482,5.526
5.436078,-412.05,0.100,0.979,0.953,-0.20,0.0,-421,-424,9.7,9.0,-11.30,-5.80,-442.588,5.672
5.466084,-419.55,0.064,1.001,0.971,-0.30,0.0,-434,-436,9.4,8.8,-11.30,-5.60,-455.010,5.709
5.496087,-423.25,0.094,0.975,1.005,-0.30,0.0,-446,-449,9.1,8.8,-11.30,-5.50,-467.656,5.779
5.526094,-420.85,0.095,0.973,0.900,-0.30,0.0,-459,-462,9.0,8.7,-11.20,-5.40,-480.744,5.834
5.556098,-427.30,0.112,0.982,0.926,-0.30,0.0,-472,-474,8.8,8.7,-11.20,-5.20,-492.755,5.953
5.586103,-419.75,0.109,0.983,0.944,-0.30,0.0,-484,-487,8.6,8.6,-11.20,-5.10,-506.943,6.089
5.616108,-421.55,0.089,0.974,0.876,-0.30,0.0,-497,-500,8.4,8.5,-11.10,-4.90,-518.959,6.105
5.646117,-435.10,0.111,0.994,0.966,-0.30,0.0,-510,-513,8.2,8.4,-11.10,-4.80,-532.293,6.120
5.676118,-440.80,0.091,0.969,0.920,-0.30,0.0,-523,-526,8.0,8.3,-11.00,-4.60,-546.551,6.207
5.706125,-450.30,0.130,0.979,0.953,-0.30,0.0,-536,-540,7.9,8.2,-10.90,-4.50,-560.504,6.222
5.736131,-454.45,0.105,0.974,0.997,-0.30,0.0,-550,-553,7.8,8.2,-10.80,-4.30,-574.780,6.600
5.766136,-453.95,0.126,0.990,0.867,-0.40,0.0,-564,-567,7.9,8.2,-10.70,-4.20,-588.899,6.696
5.796141,-453.00,0.138,0.987,0.921,-0.30,0.0,-577,-581,7.9,8.2,-10.60,-4.00,-602.069,6.957
5.826145,-458.30,0.148,0.980,1.080,-0.30,0.0,-591,-594,7.9,8.1,-10.50,-3.90,-615.929,6.996
5.856150,-457.30,0.146,0.993,1.039,-0.30,0.0,-605,-608,8.0,8.1,-10.40,-3.80,-630.646,6.985
5.886152,-457.35,0.153,0.991,0.980,-0.30,0.0,-618,-622,8.0,7.9,-10.30,-3.70,-644.343,6.997
5.916161,-456.75,0.127,1.000,0.990,-0.30,0.0,-632,-636,8.0,7.8,-10.20,-3.60,-658.422,7.085
5.946167,-466.20,0.141,0.984,1.033,-0.30,0.0,-646,-650,8.1,7.8,-10.10,-3.60,-672.166,7.082
5.976172,-463.80,0.149,0.982,1.046,-0.30,0.0,-660,-664,8.2,7.7,-10.10,-3.50,-686.308,6.969
6.006180,-462.50,0.145,0.988,0.980,-0.30,0.0,-674,-678,8.4,7.7,-10.00,-3.40,-700.651,6.985
6.036182,-465.45,0.164,0.979,1.040,-0.30,0.0,-688,-693,8.5,7.7,-9.90,-3.40,-714.478,6.986
6.066187,-464.15,0.142,0.988,0.920,-0.30,0.0,-702,-707,8.6,7.8,-9.90,-3.40,-728.492,6.827
6.096192,-469.70,0.142,0.992,0.957,-0.40,0.0,-716,-721,8.7,7.8,-9.90,-3.30,-741.963,7.014
6.126195,-465.35,0.144,0.997,0.905,-0.40,0.0,-730,-735,8.7,7.7,-9.90,-3.30,-756.915,7.092
6.156203,-463.65,0.127,0.990,0.975,-0.40,0.0,-744,-749,8.6,7.6,-9.90,-3.30,-769.904,7.283
6.186207,-458.05,0.106,0.999,0.997,-0.40,0.0,-758,-763,8.5,7.5,-10.00,-3.30,-784.202,7.290
6.216210,-461.20,0.114,0.994,1.052,-0.40,0.0,-771,-777,8.4,7.4,-10.00,-3.30,-797.565,7.335
6.246220,-461.90,0.108,0.982,0.939,-0.30,0.0,-785,-790,8.3,7.3,-10.10,-3.30,-811.146,7.433
6.276224,-464.50,0.097,0.999,0.985,-0.40,0.0,-799,-804,8.1,7.3,-10.20,-3.30,-825.446,7.194
6.306228,-463.55,0.099,0.982,0.988,-0.40,0.0,-813,-819,8.0,7.3,-10.30,-3.30,-838.898,7.141
6.336233,-452.60,0.081,0.997,0.913,-0.40,0.0,-827,-833,7.8,7.2,-10.40,-3.30,-853.119,7.261
6.366237,-463.20,0.093,0.976,0.981,-0.40,0.0,-841,-847,7.6,7.2,-10.40,-3.30,-866.198,7.499
6.396245,-456.05,0.070,1.000,0.910,-0.40,0.0,-854,-860,7.5,7.2,-10.50,-3.30,-880.246,7.557
6.426249,-465.30,0.097,0.986,0.984,-0.40,0.0,-868,-874,7.3,7.1,-10.60,-3.20,-893.949,7.369
6.456255,-462.20,0.084,0.989,0.975,-0.40,0.0,-882,-888,7.1,7.0,-10.70,-3.20,-908.046,7.389
6.486260,-460.25,0.127,1.015,0.977,-0.40,0.0,-896,-902,6.9,6.8,-10.70,-3.20,-921.921,7.366
6.516263,-458.65,0.062,0.987,1.008,-0.40,0.0,-910,-916,6.7,6.6,-10.70,-3.20,-935.199,7.490
6.546268,-467.10,0.118,1.011,1.015,-0.40,0.0,-924,-930,6.5,6.5,-10.80,-3.10,-948.779,7.515
6.576274,-467.40,0.100,1.005,1.029,-0.40,0.0,-938,-944,6.4,6.4,-10.80,-3.10,-962.896,7.567
6.606279,-462.15,0.132,1.000,1.088,-0.40,0.0,-952,-958,6.4,6.3,-10.80,-3.10,-977.309,7.501
6.636284,-462.25,0.118,1.009,0.949,-0.40,0.0,-966,-973,6.3,6.1,-10.70,-3.10,-991.380,7.445
6.666286,-458.85,0.152,1.002,0.889,-0.40,0.0,-979,-987,6.3,5.9,-10.70,-3.00,-1005.234,7.461
